Season,SecondaryTourney,TeamID
2013,WNIT,3103
2013,WNIT,3111
2013,WNIT,3114
2013,WNIT,3116
2013,WNIT,3119
2013,WNIT,3120
2013,WNIT,3123
2013,WBI,3125
2013,WNIT,3131
2013,WNIT,3132
2013,WNIT,3139
2013,WNIT,3140
2013,WNIT,3150
2013,WBI,3158
2013,WNIT,3172
2013,WBI,3178
2013,WNIT,3180
2013,WNIT,3182
2013,WNIT,3183
2013,WBI,3184
2013,WNIT,3186
2013,WNIT,3187
2013,WBI,3189
2013,WBI,3193
2013,WNIT,3195
2013,WNIT,3196
2013,WNIT,3198
2013,WNIT,3200
2013,WNIT,3216
2013,WNIT,3217
2013,WNIT,3218
2013,WBI,3224
2013,WNIT,3226
2013,WNIT,3228
2013,WNIT,3229
2013,WNIT,3232
2013,WNIT,3233
2013,WNIT,3237
2013,WNIT,3241
2013,WNIT,3243
2013,WBI,3249
2013,WNIT,3253
2013,WNIT,3266
2013,WBI,3270
2013,WNIT,3272
2013,WBI,3273
2013,WNIT,3275
2013,WNIT,3278
2013,WNIT,3281
2013,WNIT,3294
2013,WBI,3297
2013,WNIT,3299
2013,WNIT,3301
2013,WNIT,3320
2013,WNIT,3330
2013,WNIT,3334
2013,WBI,3335
2013,WBI,3342
2013,WNIT,3350
2013,WNIT,3357
2013,WNIT,3358
2013,WNIT,3360
2013,WNIT,3361
2013,WNIT,3364
2013,WNIT,3370
2013,WNIT,3374
2013,WBI,3377
2013,WBI,3384
2013,WNIT,3388
2013,WNIT,3405
2013,WNIT,3408
2013,WNIT,3411
2013,WNIT,3412
2013,WNIT,3428
2013,WBI,3429
2013,WNIT,3443
2013,WNIT,3449
2013,WNIT,3457
2013,WNIT,3461
2013,WNIT,3464
2014,WNIT,3110
2014,WNIT,3117
2014,WNIT,3120
2014,WNIT,3123
2014,WNIT,3125
2014,WBI,3129
2014,WNIT,3132
2014,WBI,3136
2014,WBI,3137
2014,WNIT,3139
2014,WNIT,3141
2014,WNIT,3142
2014,WNIT,3150
2014,WBI,3158
2014,WNIT,3160
2014,WNIT,3161
2014,WNIT,3166
2014,WNIT,3167
2014,WNIT,3174
2014,WNIT,3182
2014,WBI,3185
2014,WNIT,3187
2014,WBI,3191
2014,WBI,3193
2014,WNIT,3202
2014,WNIT,3203
2014,WBI,3213
2014,WNIT,3217
2014,WNIT,3218
2014,WNIT,3219
2014,WBI,3227
2014,WNIT,3231
2014,WNIT,3232
2014,WNIT,3233
2014,WBI,3236
2014,WNIT,3237
2014,WNIT,3249
2014,WBI,3263
2014,WNIT,3266
2014,WBI,3270
2014,WNIT,3274
2014,WNIT,3276
2014,WNIT,3278
2014,WNIT,3280
2014,WNIT,3281
2014,WNIT,3285
2014,WNIT,3291
2014,WBI,3297
2014,WNIT,3298
2014,WNIT,3299
2014,WNIT,3321
2014,WNIT,3330
2014,WNIT,3332
2014,WNIT,3334
2014,WNIT,3343
2014,WNIT,3346
2014,WNIT,3353
2014,WNIT,3355
2014,WNIT,3360
2014,WBI,3367
2014,WNIT,3371
2014,WBI,3372
2014,WNIT,3374
2014,WNIT,3378
2014,WNIT,3379
2014,WNIT,3381
2014,WNIT,3382
2014,WNIT,3388
2014,WNIT,3391
2014,WNIT,3392
2014,WNIT,3395
2014,WBI,3402
2014,WNIT,3408
2014,WNIT,3411
2014,WNIT,3431
2014,WNIT,3433
2014,WNIT,3437
2014,WNIT,3449
2014,WNIT,3450
2014,WNIT,3453
2015,WNIT,3103
2015,WNIT,3117
2015,WNIT,3119
2015,WNIT,3123
2015,WNIT,3138
2015,WNIT,3148
2015,WNIT,3156
2015,WNIT,3161
2015,WNIT,3166
2015,WNIT,3167
2015,WNIT,3170
2015,WNIT,3179
2015,WNIT,3180
2015,WNIT,3182
2015,WNIT,3185
2015,WNIT,3186
2015,WNIT,3187
2015,WNIT,3189
2015,WNIT,3190
2015,WNIT,3200
2015,WNIT,3201
2015,WBI,3202
2015,WNIT,3210
2015,WNIT,3214
2015,WNIT,3218
2015,WNIT,3220
2015,WNIT,3243
2015,WNIT,3253
2015,WNIT,3263
2015,WNIT,3265
2015,WBI,3267
2015,WBI,3270
2015,WBI,3273
2015,WNIT,3276
2015,WNIT,3279
2015,WNIT,3281
2015,WNIT,3283
2015,WNIT,3292
2015,WNIT,3294
2015,WBI,3297
2015,WNIT,3301
2015,WBI,3307
2015,WBI,3315
2015,WNIT,3320
2015,WNIT,3330
2015,WBI,3331
2015,WNIT,3334
2015,WNIT,3335
2015,WNIT,3347
2015,WNIT,3350
2015,WNIT,3360
2015,WNIT,3362
2015,WNIT,3372
2015,WBI,3373
2015,WNIT,3377
2015,WNIT,3379
2015,WNIT,3385
2015,WNIT,3388
2015,WNIT,3391
2015,WBI,3392
2015,WNIT,3395
2015,WNIT,3396
2015,WBI,3402
2015,WNIT,3404
2015,WNIT,3405
2015,WBI,3407
2015,WNIT,3409
2015,WBI,3410
2015,WNIT,3411
2015,WNIT,3417
2015,WBI,3418
2015,WNIT,3437
2015,WNIT,3438
2015,WNIT,3444
2015,WNIT,3450
2015,WNIT,3452
2015,WBI,3456
2015,WNIT,3460
2015,WBI,3462
2015,WNIT,3464
2016,WNIT,3101
2016,WNIT,3103
2016,WNIT,3104
2016,WNIT,3114
2016,WNIT,3117
2016,WNIT,3123
2016,WNIT,3126
2016,WNIT,3137
2016,WNIT,3141
2016,WNIT,3150
2016,WNIT,3166
2016,WNIT,3173
2016,WNIT,3179
2016,WNIT,3180
2016,WNIT,3185
2016,WNIT,3189
2016,WBI,3193
2016,WNIT,3195
2016,WNIT,3201
2016,WNIT,3207
2016,WNIT,3210
2016,WNIT,3211
2016,WBI,3213
2016,WNIT,3217
2016,WNIT,3220
2016,WNIT,3234
2016,WNIT,3237
2016,WNIT,3251
2016,WNIT,3253
2016,WNIT,3263
2016,WNIT,3267
2016,WBI,3270
2016,WNIT,3272
2016,WNIT,3273
2016,WNIT,3276
2016,WNIT,3278
2016,WNIT,3286
2016,WBI,3297
2016,WNIT,3304
2016,WBI,3307
2016,WBI,3315
2016,WNIT,3320
2016,WNIT,3321
2016,WBI,3322
2016,WNIT,3325
2016,WNIT,3332
2016,WNIT,3346
2016,WNIT,3353
2016,WBI,3356
2016,WNIT,3357
2016,WNIT,3360
2016,WNIT,3365
2016,WBI,3367
2016,WNIT,3377
2016,WNIT,3380
2016,WNIT,3387
2016,WNIT,3388
2016,WBI,3391
2016,WBI,3392
2016,WNIT,3395
2016,WNIT,3396
2016,WNIT,3404
2016,WNIT,3408
2016,WNIT,3410
2016,WNIT,3415
2016,WBI,3418
2016,WBI,3420
2016,WNIT,3428
2016,WNIT,3431
2016,WNIT,3433
2016,WNIT,3437
2016,WNIT,3438
2016,WNIT,3439
2016,WBI,3442
2016,WNIT,3443
2016,WNIT,3448
2016,WBI,3451
2016,WNIT,3454
2016,WNIT,3460
2016,WBI,3464
2017,WNIT,3101
2017,WNIT,3104
2017,WNIT,3114
2017,WNIT,3123
2017,WNIT,3126
2017,WBI,3135
2017,WNIT,3140
2017,WNIT,3141
2017,WBI,3144
2017,WBI,3149
2017,WNIT,3160
2017,WNIT,3161
2017,WNIT,3180
2017,WNIT,3182
2017,WBI,3186
2017,WNIT,3200
2017,WNIT,3203
2017,WNIT,3207
2017,WNIT,3210
2017,WNIT,3212
2017,WNIT,3217
2017,WBI,3225
2017,WNIT,3231
2017,WNIT,3234
2017,WNIT,3237
2017,WNIT,3239
2017,WNIT,3241
2017,WNIT,3245
2017,WBI,3249
2017,WNIT,3256
2017,WNIT,3273
2017,WNIT,3276
2017,WNIT,3279
2017,WNIT,3283
2017,WNIT,3287
2017,WNIT,3292
2017,WNIT,3296
2017,WNIT,3298
2017,WNIT,3306
2017,WNIT,3315
2017,WNIT,3325
2017,WNIT,3329
2017,WNIT,3336
2017,WNIT,3343
2017,WNIT,3347
2017,WBI,3349
2017,WNIT,3351
2017,WNIT,3355
2017,WBI,3356
2017,WNIT,3357
2017,WNIT,3370
2017,WBI,3372
2017,WNIT,3374
2017,WNIT,3377
2017,WNIT,3379
2017,WBI,3384
2017,WNIT,3385
2017,WNIT,3386
2017,WNIT,3387
2017,WNIT,3388
2017,WNIT,3391
2017,WBI,3402
2017,WNIT,3408
2017,WBI,3410
2017,WNIT,3413
2017,WNIT,3416
2017,WBI,3420
2017,WBI,3422
2017,WNIT,3424
2017,WNIT,3426
2017,WNIT,3428
2017,WBI,3429
2017,WNIT,3437
2017,WNIT,3438
2017,WNIT,3439
2017,WNIT,3448
2017,WNIT,3450
2017,WBI,3454
2017,WNIT,3460
2017,WNIT,3461
2018,WNIT,3104
2018,WNIT,3107
2018,WNIT,3123
2018,WNIT,3126
2018,WBI,3127
2018,WNIT,3137
2018,WBI,3146
2018,WNIT,3151
2018,WNIT,3153
2018,WNIT,3161
2018,WBI,3167
2018,WNIT,3174
2018,WNIT,3180
2018,WNIT,3182
2018,WBI,3188
2018,WNIT,3190
2018,WNIT,3200
2018,WBI,3201
2018,WBI,3202
2018,WNIT,3206
2018,WNIT,3207
2018,WNIT,3210
2018,WNIT,3217
2018,WNIT,3222
2018,WNIT,3225
2018,WNIT,3231
2018,WNIT,3237
2018,WNIT,3239
2018,WNIT,3241
2018,WNIT,3243
2018,WNIT,3249
2018,WNIT,3256
2018,WNIT,3265
2018,WNIT,3275
2018,WNIT,3277
2018,WNIT,3283
2018,WNIT,3292
2018,WNIT,3298
2018,WBI,3305
2018,WNIT,3307
2018,WNIT,3308
2018,WBI,3318
2018,WNIT,3320
2018,WNIT,3335
2018,WNIT,3336
2018,WNIT,3345
2018,WNIT,3347
2018,WNIT,3349
2018,WNIT,3352
2018,WNIT,3371
2018,WNIT,3372
2018,WBI,3375
2018,WNIT,3377
2018,WNIT,3380
2018,WNIT,3385
2018,WNIT,3386
2018,WNIT,3387
2018,WNIT,3388
2018,WBI,3391
2018,WNIT,3395
2018,WNIT,3402
2018,WNIT,3404
2018,WNIT,3405
2018,WBI,3411
2018,WNIT,3412
2018,WNIT,3413
2018,WBI,3414
2018,WNIT,3416
2018,WBI,3421
2018,WNIT,3424
2018,WNIT,3428
2018,WNIT,3439
2018,WNIT,3442
2018,WBI,3451
2018,WNIT,3452
2018,WNIT,3454
2018,WNIT,3460
2018,WNIT,3461
2018,WBI,3463
2018,WBI,3464
2019,WBI,3103
2019,WNIT,3110
2019,WBI,3111
2019,WNIT,3112
2019,WNIT,3116
2019,WNIT,3139
2019,WBI,3144
2019,WNIT,3150
2019,WNIT,3153
2019,WBI,3157
2019,WBI,3172
2019,WNIT,3173
2019,WNIT,3176
2019,WNIT,3180
2019,WNIT,3201
2019,WNIT,3202
2019,WNIT,3207
2019,WBI,3209
2019,WNIT,3216
2019,WNIT,3217
2019,WNIT,3218
2019,WNIT,3219
2019,WNIT,3222
2019,WNIT,3225
2019,WNIT,3226
2019,WNIT,3237
2019,WNIT,3241
2019,WNIT,3245
2019,WNIT,3249
2019,WNIT,3258
2019,WBI,3267
2019,WNIT,3275
2019,WNIT,3278
2019,WNIT,3287
2019,WNIT,3292
2019,WNIT,3294
2019,WNIT,3299
2019,WNIT,3307
2019,WBI,3311
2019,WBI,3317
2019,WNIT,3318
2019,WNIT,3320
2019,WNIT,3321
2019,WNIT,3325
2019,WNIT,3326
2019,WNIT,3330
2019,WNIT,3334
2019,WNIT,3335
2019,WNIT,3337
2019,WNIT,3341
2019,WNIT,3344
2019,WNIT,3351
2019,WNIT,3357
2019,WNIT,3371
2019,WNIT,3372
2019,WNIT,3375
2019,WNIT,3378
2019,WBI,3379
2019,WNIT,3388
2019,WNIT,3391
2019,WNIT,3395
2019,WBI,3399
2019,WNIT,3405
2019,WNIT,3407
2019,WBI,3410
2019,WNIT,3412
2019,WBI,3415
2019,WBI,3421
2019,WNIT,3426
2019,WBI,3429
2019,WNIT,3433
2019,WNIT,3437
2019,WNIT,3439
2019,WNIT,3443
2019,WNIT,3452
2019,WNIT,3453
2019,WNIT,3461
2019,WNIT,3464
2019,WNIT,3465
2019,WBI,3466
2021,WBI,3101
2021,WNIT,3113
2021,WNIT,3132
2021,WNIT,3150
2021,WNIT,3155
2021,WBI,3156
2021,WNIT,3160
2021,WNIT,3166
2021,WNIT,3173
2021,WNIT,3174
2021,WNIT,3177
2021,WNIT,3179
2021,WNIT,3196
2021,WBI,3198
2021,WNIT,3200
2021,WNIT,3201
2021,WNIT,3222
2021,WNIT,3229
2021,WBI,3260
2021,WBI,3264
2021,WNIT,3269
2021,WNIT,3279
2021,WNIT,3281
2021,WNIT,3304
2021,WNIT,3307
2021,WBI,3319
2021,WNIT,3320
2021,WNIT,3325
2021,WBI,3339
2021,WNIT,3349
2021,WNIT,3359
2021,WNIT,3362
2021,WNIT,3387
2021,WBI,3391
2021,WNIT,3404
2021,WNIT,3408
2021,WNIT,3418
2021,WNIT,3437
2021,WNIT,3454
2021,WNIT,3465
2022,WNIT,3102
2022,WNIT,3103
2022,WNIT,3104
2022,WBI,3122
2022,WNIT,3123
2022,WNIT,3130
2022,WBI,3132
2022,WNIT,3137
2022,WNIT,3144
2022,WBI,3156
2022,WNIT,3161
2022,WNIT,3162
2022,WBI,3172
2022,WNIT,3179
2022,WNIT,3180
2022,WNIT,3192
2022,WNIT,3200
2022,WBI,3202
2022,WNIT,3213
2022,WNIT,3221
2022,WNIT,3222
2022,WNIT,3223
2022,WNIT,3226
2022,WNIT,3240
2022,WNIT,3245
2022,WNIT,3251
2022,WNIT,3253
2022,WNIT,3256
2022,WNIT,3263
2022,WNIT,3266
2022,WNIT,3278
2022,WNIT,3281
2022,WNIT,3282
2022,WNIT,3292
2022,WNIT,3293
2022,WBI,3305
2022,WNIT,3307
2022,WNIT,3313
2022,WNIT,3317
2022,WBI,3318
2022,WNIT,3320
2022,WNIT,3325
2022,WNIT,3330
2022,WNIT,3333
2022,WNIT,3339
2022,WNIT,3345
2022,WNIT,3346
2022,WNIT,3348
2022,WNIT,3355
2022,WNIT,3356
2022,WNIT,3360
2022,WNIT,3362
2022,WNIT,3371
2022,WNIT,3374
2022,WBI,3388
2022,WNIT,3392
2022,WNIT,3399
2022,WNIT,3405
2022,WNIT,3406
2022,WNIT,3407
2022,WNIT,3408
2022,WNIT,3409
2022,WNIT,3414
2022,WNIT,3417
2022,WNIT,3433
2022,WNIT,3435
2022,WNIT,3448
2022,WNIT,3453
2022,WNIT,3459
2022,WNIT,3461
2022,WNIT,3464
2022,WNIT,3465
2023,WNIT,3107
2023,WNIT,3114
2023,WNIT,3116
2023,WNIT,3120
2023,WNIT,3123
2023,WNIT,3125
2023,WNIT,3131
2023,WNIT,3132
2023,WNIT,3140
2023,WNIT,3155
2023,WNIT,3161
2023,WNIT,3162
2023,WNIT,3180
2023,WBI,3190
2023,WNIT,3192
2023,WNIT,3196
2023,WBI,3198
2023,WNIT,3200
2023,WBI,3204
2023,WNIT,3217
2023,WNIT,3219
2023,WBI,3227
2023,WNIT,3229
2023,WNIT,3238
2023,WNIT,3242
2023,WNIT,3243
2023,WNIT,3245
2023,WNIT,3251
2023,WNIT,3253
2023,WNIT,3256
2023,WNIT,3269
2023,WNIT,3272
2023,WNIT,3281
2023,WNIT,3283
2023,WNIT,3288
2023,WNIT,3295
2023,WBI,3296
2023,WNIT,3304
2023,WNIT,3307
2023,WBI,3308
2023,WNIT,3310
2023,WBI,3315
2023,WNIT,3319
2023,WNIT,3320
2023,WNIT,3332
2023,WNIT,3335
2023,WNIT,3348
2023,WNIT,3349
2023,WNIT,3350
2023,WNIT,3360
2023,WNIT,3361
2023,WNIT,3362
2023,WNIT,3371
2023,WNIT,3372
2023,WNIT,3374
2023,WNIT,3386
2023,WNIT,3393
2023,WNIT,3394
2023,WNIT,3402
2023,WNIT,3403
2023,WNIT,3406
2023,WNIT,3408
2023,WNIT,3414
2023,WNIT,3431
2023,WNIT,3443
2023,WNIT,3448
2023,WNIT,3449
2023,WNIT,3453
2023,WNIT,3455
2023,WNIT,3459
2023,WNIT,3461
2023,WBI,3465
2024,WNIT,3107
2024,WBIT,3116
2024,WBIT,3123
2024,WBIT,3125
2024,WNIT,3129
2024,WNIT,3132
2024,WNIT,3138
2024,WNIT,3139
2024,WBIT,3140
2024,WNIT,3142
2024,WBIT,3143
2024,WNIT,3146
2024,WNIT,3153
2024,WBIT,3156
2024,WNIT,3158
2024,WNIT,3159
2024,WNIT,3182
2024,WNIT,3184
2024,WBIT,3196
2024,WNIT,3198
2024,WBIT,3206
2024,WBIT,3207
2024,WBIT,3210
2024,WNIT,3212
2024,WBIT,3218
2024,WBIT,3219
2024,WNIT,3227
2024,WBIT,3228
2024,WNIT,3229
2024,WNIT,3236
2024,WBIT,3241
2024,WBIT,3249
2024,WNIT,3278
2024,WBIT,3280
2024,WBIT,3283
2024,WNIT,3284
2024,WNIT,3285
2024,WNIT,3293
2024,WNIT,3294
2024,WNIT,3295
2024,WNIT,3299
2024,WNIT,3310
2024,WBIT,3317
2024,WNIT,3319
2024,WNIT,3320
2024,WNIT,3330
2024,WNIT,3331
2024,WNIT,3334
2024,WBIT,3336
2024,WNIT,3344
2024,WNIT,3345
2024,WBIT,3365
2024,WNIT,3367
2024,WBIT,3371
2024,WNIT,3377
2024,WNIT,3379
2024,WBIT,3385
2024,WBIT,3386
2024,WNIT,3387
2024,WNIT,3391
2024,WBIT,3392
2024,WBIT,3395
2024,WBIT,3405
2024,WNIT,3407
2024,WBIT,3409
2024,WNIT,3412
2024,WNIT,3415
2024,WNIT,3419
2024,WNIT,3422
2024,WNIT,3427
2024,WBIT,3433
2024,WNIT,3436
2024,WBIT,3437
2024,WBIT,3438
2024,WBIT,3449
2024,WBIT,3450
2024,WNIT,3458
2024,WNIT,3461
2024,WNIT,3475
2024,WNIT,3478
2025,WNIT,3101
2025,WNIT,3102
2025,WNIT,3105
2025,WBIT,3107
2025,WBIT,3112
2025,WNIT,3119
2025,WBIT,3125
2025,WBIT,3130
2025,WNIT,3136
2025,WNIT,3138
2025,WNIT,3139
2025,WNIT,3144
2025,WNIT,3146
2025,WNIT,3151
2025,WNIT,3156
2025,WNIT,3157
2025,WNIT,3158
2025,WNIT,3159
2025,WBIT,3160
2025,WNIT,3164
2025,WBIT,3172
2025,WBIT,3179
2025,WNIT,3182
2025,WBIT,3196
2025,WBIT,3211
2025,WBIT,3218
2025,WNIT,3224
2025,WNIT,3227
2025,WNIT,3229
2025,WNIT,3230
2025,WNIT,3236
2025,WBIT,3241
2025,WNIT,3252
2025,WNIT,3255
2025,WNIT,3256
2025,WBIT,3266
2025,WNIT,3269
2025,WNIT,3275
2025,WBIT,3278
2025,WBIT,3283
2025,WBIT,3292
2025,WNIT,3295
2025,WNIT,3298
2025,WBIT,3299
2025,WNIT,3308
2025,WNIT,3317
2025,WBIT,3319
2025,WBIT,3320
2025,WNIT,3322
2025,WNIT,3330
2025,WBIT,3331
2025,WNIT,3334
2025,WBIT,3339
2025,WBIT,3346
2025,WNIT,3353
2025,WBIT,3368
2025,WBIT,3371
2025,WNIT,3373
2025,WBIT,3386
2025,WNIT,3388
2025,WBIT,3390
2025,WBIT,3403
2025,WBIT,3405
2025,WNIT,3407
2025,WNIT,3409
2025,WNIT,3411
2025,WNIT,3412
2025,WBIT,3424
2025,WNIT,3426
2025,WBIT,3427
2025,WNIT,3430
2025,WBIT,3437
2025,WBIT,3439
2025,WNIT,3442
2025,WNIT,3450
2025,WBIT,3461
2025,WNIT,3470
2025,WNIT,3473
2025,WNIT,3475
2025,WNIT,3476
